International Business Management - BSc and MSc	University of Oulu	Master’s Programmes		International Business Management is a degree programme offered by the accredited Oulu Business School. In this new programme, students learn to manage international business in a Nordic style, creativity and sustainability as their main	See Course	
Maria Melnikova became intensely active in the start-up community of Oulu during her studies in International Business Management.
	MSc	3+2 years	Oulu	Finland	On Campus	https://www.findamasters.com/masters-degrees/course/international-business-management-bsc-and-msc/?i1454d7693c68260
